state_abbr,county_name,total_votes_2012,votes_dem_2012,votes_gop_2012,county_fips,state_fips,per_dem_2012,per_gop_2012,diff_2012,per_point_diff_2012
AL,Autauga County,23909,6354,17366,1,1,0.265757664,0.726337362,11012,-0.460579698
AL,Baldwin County,84988,18329,65772,3,1,0.215665741,0.773897491,47443,-0.55823175
AL,Barbour County,11459,5873,5539,5,1,0.512522908,0.483375513,334,0.029147395
AL,Bibb County,8391,2200,6131,7,1,0.262185675,0.730663806,3931,-0.468478131
AL,Blount County,23980,2961,20741,9,1,0.123477898,0.864929108,17780,-0.741451209
AL,Bullock County,5318,4058,1250,11,1,0.763068823,0.235050771,2808,0.528018052
AL,Butler County,9483,4367,5081,13,1,0.460508278,0.535800907,714,-0.075292629
AL,Calhoun County,46240,15500,30272,15,1,0.335207612,0.65467128,14772,-0.319463668
AL,Chambers County,14562,6853,7596,17,1,0.470608433,0.521631644,743,-0.051023211
AL,Cherokee County,9761,2126,7494,19,1,0.217805553,0.767749206,5368,-0.549943653
AL,Chilton County,17434,3391,13910,21,1,0.19450499,0.797866238,10519,-0.603361248
AL,Choctaw County,7965,3785,4150,23,1,0.475204018,0.521029504,365,-0.045825487
AL,Clarke County,13827,6317,7463,25,1,0.456859767,0.539741086,1146,-0.082881319
AL,Clay County,6640,1770,4802,27,1,0.266566265,0.723192771,3032,-0.456626506
AL,Cleburne County,6302,971,5269,29,1,0.15407807,0.836083783,4298,-0.682005712
AL,Coffee County,19715,4899,14638,31,1,0.248490997,0.742480345,9739,-0.493989348
AL,Colbert County,23374,9160,13931,33,1,0.391888423,0.596004107,4771,-0.204115684
AL,Conecuh County,7013,3551,3434,35,1,0.506345359,0.489662056,117,0.016683302
AL,Coosa County,5243,2188,3028,37,1,0.417318329,0.577531947,840,-0.160213618
AL,Covington County,15415,3155,12148,39,1,0.204670775,0.788063574,8993,-0.583392799
AL,Crenshaw County,6411,2048,4326,41,1,0.319450944,0.674777726,2278,-0.355326782
AL,Cullman County,33178,4855,27930,43,1,0.146331907,0.841822895,23075,-0.695490988
AL,Dale County,18551,5283,13105,45,1,0.284782492,0.70643092,7822,-0.421648429
AL,Dallas County,20936,14599,6284,47,1,0.697315629,0.300152847,8315,0.397162782
AL,DeKalb County,23842,5235,18316,49,1,0.219570506,0.768224142,13081,-0.548653636
AL,Elmore County,35440,8940,26223,51,1,0.252257336,0.739926637,17283,-0.4876693
AL,Escambia County,14832,5476,9263,53,1,0.369201726,0.624528047,3787,-0.255326321
AL,Etowah County,42490,12792,29102,55,1,0.301059073,0.684914097,16310,-0.383855025
AL,Fayette County,7912,1803,6034,57,1,0.227881699,0.762639029,4231,-0.534757331
AL,Franklin County,10859,3171,7567,59,1,0.292015839,0.69684133,4396,-0.40482549
AL,Geneva County,11318,2039,9173,61,1,0.180155505,0.810478883,7134,-0.630323379
AL,Greene County,5328,4514,799,63,1,0.847222222,0.149962462,3715,0.69725976
AL,Hale County,8628,5401,3205,65,1,0.625985165,0.371464998,2196,0.254520167
AL,Henry County,8700,3046,5605,67,1,0.350114943,0.644252874,2559,-0.294137931
AL,Houston County,41843,12348,29214,69,1,0.295103124,0.698181297,16866,-0.403078173
AL,Jackson County,20555,5817,14422,71,1,0.282996838,0.701629774,8605,-0.418632936
AL,Jefferson County,303424,159658,141413,73,1,0.526187777,0.466057398,18245,0.060130379
AL,Lamar County,7159,1643,5453,75,1,0.229501327,0.761698561,3810,-0.532197234
AL,Lauderdale County,36908,12504,23902,77,1,0.338788339,0.647610274,11398,-0.308821936
AL,Lawrence County,14079,5055,8855,79,1,0.359045387,0.62895092,3800,-0.269905533
AL,Lee County,54115,21274,32062,81,1,0.393125751,0.59247898,10788,-0.199353229
AL,Limestone County,35406,9809,25263,83,1,0.277043439,0.713523132,15454,-0.436479693
AL,Lowndes County,7519,5747,1754,85,1,0.764330363,0.233275702,3993,0.531054662
AL,Macon County,10385,9045,1322,87,1,0.870967742,0.127298989,7723,0.743668753
AL,Madison County,154632,61802,90679,89,1,0.399671478,0.586418076,28877,-0.186746598
AL,Marengo County,11509,6154,5321,91,1,0.534711965,0.462333826,833,0.072378139
AL,Marion County,12104,2249,9696,93,1,0.185806345,0.801057502,7447,-0.615251157
AL,Marshall County,32455,6271,25785,95,1,0.193221383,0.794484671,19514,-0.601263288
AL,Mobile County,174189,78417,94566,97,1,0.450183421,0.542893064,16149,-0.092709643
AL,Monroe County,10680,4897,5730,99,1,0.458520599,0.536516854,833,-0.077996255
AL,Montgomery County,101781,62993,38283,101,1,0.618907262,0.376131105,24710,0.242776157
AL,Morgan County,49198,13401,35309,103,1,0.272389122,0.717691776,21908,-0.445302655
AL,Perry County,6065,4536,1504,105,1,0.747897774,0.247980214,3032,0.49991756
AL,Pickens County,9599,4448,5119,107,1,0.463381602,0.533284717,671,-0.069903115
AL,Pike County,14057,6009,7939,109,1,0.427473856,0.564772,1930,-0.137298143
AL,Randolph County,10391,3076,7219,111,1,0.296025407,0.694735829,4143,-0.398710422
AL,Russell County,18871,10495,8276,113,1,0.556144348,0.438556515,2219,0.117587833
AL,Shelby County,92204,19944,71243,117,1,0.21630298,0.772667129,51299,-0.556364149
AL,St. Clair County,35105,5790,29001,115,1,0.16493377,0.826121635,23211,-0.661187865
AL,Sumter County,7025,5420,1585,119,1,0.771530249,0.225622776,3835,0.545907473
AL,Talladega County,33317,13878,19217,121,1,0.416544107,0.576792628,5339,-0.160248522
AL,Tallapoosa County,18668,6252,12303,123,1,0.33490465,0.659042211,6051,-0.324137562
AL,Tuscaloosa County,78495,32003,45703,125,1,0.407707497,0.582240907,13700,-0.17453341
AL,Walker County,28497,6551,21633,127,1,0.229883847,0.75913254,15082,-0.529248693
AL,Washington County,8761,2971,5749,129,1,0.339116539,0.65620363,2778,-0.317087091
AL,Wilcox County,6547,4867,1676,131,1,0.743393921,0.255995112,3191,0.487398809
AL,Winston County,9712,1286,8310,133,1,0.132413509,0.855642504,7024,-0.723228995
AR,Arkansas County,6488,2454,3892,1,5,0.378236745,0.599876695,1438,-0.221639951
AR,Ashley County,7915,2855,4866,3,5,0.360707517,0.614782059,2011,-0.254074542
AR,Baxter County,19339,5172,13688,5,5,0.267438854,0.707792544,8516,-0.440353689
AR,Benton County,77525,22144,53477,7,5,0.285636891,0.689803289,31333,-0.404166398
AR,Boone County,15363,3762,11143,9,5,0.244874048,0.725314066,7381,-0.480440018
AR,Bradley County,3634,1447,2118,11,5,0.398183819,0.582828839,671,-0.184645019
AR,Calhoun County,2174,660,1458,13,5,0.303587856,0.670653174,798,-0.367065317
AR,Carroll County,10172,3691,6121,15,5,0.362858828,0.601749902,2430,-0.238891074
AR,Chicot County,4361,2649,1670,17,5,0.607429489,0.382939693,979,0.224489796
AR,Clark County,8406,3808,4343,19,5,0.453009755,0.51665477,535,-0.063645015
AR,Clay County,5110,1738,3225,21,5,0.340117417,0.63111546,1487,-0.290998043
AR,Cleburne County,11643,2618,8691,23,5,0.224856137,0.746457099,6073,-0.521600962
AR,Cleveland County,3266,845,2313,25,5,0.258726271,0.708205756,1468,-0.449479486
AR,Columbia County,9455,3557,5790,27,5,0.376203067,0.612374405,2233,-0.236171338
AR,Conway County,7724,3003,4511,29,5,0.388788193,0.584023822,1508,-0.195235629
AR,Craighead County,31207,10351,20044,31,5,0.331688403,0.642291794,9693,-0.31060339
AR,Crawford County,20562,4872,15125,33,5,0.236941932,0.735580196,10253,-0.498638265
AR,Crittenden County,15513,9092,6192,35,5,0.586089087,0.399149101,2900,0.186939986
AR,Cross County,6680,2279,4268,37,5,0.341167665,0.638922156,1989,-0.297754491
AR,Dallas County,3083,1337,1664,39,5,0.433668505,0.539734025,327,-0.106065521
AR,Desha County,4240,2353,1807,41,5,0.55495283,0.426179245,546,0.128773585
AR,Drew County,6626,2627,3883,43,5,0.396468458,0.586024751,1256,-0.189556293
AR,Faulkner County,41322,13559,26653,45,5,0.328130294,0.645007502,13094,-0.316877208
AR,Franklin County,6539,1725,4631,47,5,0.263801805,0.708212265,2906,-0.44441046
AR,Fulton County,4522,1452,2949,49,5,0.32109686,0.652145069,1497,-0.331048209
AR,Garland County,39241,13317,25031,51,5,0.33936444,0.637878749,11714,-0.298514309
AR,Grant County,6478,1467,4829,53,5,0.226458784,0.745446125,3362,-0.518987342
AR,Greene County,13754,3998,9066,55,5,0.290679075,0.659153701,5068,-0.368474626
AR,Hempstead County,6919,2466,4284,57,5,0.356409886,0.619164619,1818,-0.262754733
AR,Hot Spring County,11239,3824,7087,59,5,0.340243794,0.630572115,3263,-0.290328321
